"","Site.ID","Season","sortchem","Watershed","Site","Sample.Date","Year","Latitude..degrees.","Longitude..degrees.","Area..km2.","Temperature..C.","Specific.Conductance..uS.cm.","pH","Dissolved.Oxygen..percent.saturation.","Turbidity..NTU.","DOC..uM.","TDN..uM.","Nitrate..uM.","Ammonium..uM.","DON..uM.","SRP..uM.","PP..uM.","TDP..uM.","SUVA254..L.mg.C.m.","Spectral.Ratio","abs254..Absorbance.","Acetate..ppm.","Formate..ppm.","Nitrite..ppm.","Sulfate..ppm.","Phosphate..ppm.","Al..ppm.","As..ppm.","B..ppm.","Ba..ppm.","Br..ppm.","Ca..ppm.","Ca.Na.ratio","Ca.Ba.ratio","Cd..ppm.","Cl..ppm.","Co..ppm.","Cr..ppm.","Cu..ppm.","F..ppm.","Fe..ppm.","K..ppm.","Mg..ppm.","Mn..ppm.","Mo..ppm.","Na..ppm.","Ni..ppm.","Li..ppm.","P..ppm.","Pb..ppm.","S..ppm.","Se..ppm.","Si..ppm.","Sr..ppm.","Ti..ppm.","V..ppm.","Zn..ppm.","area_km2","NDVI2012_MEAN","NDVI2012_STD","NDVI2012_RANGE","SL_60_MEAN","SL_60_STD","SL_60_RANGE","SP_1000_MEAN","SP_240_MEAN","Alpine_Non.Carbonate_Barrens","Alpine_Non.Carbonate_Dryas_Dwarf_Shrub","Lowland_Low_Birch.Willow_Shrub","Lowland_Water","Lowland_Wet_Sedge_Tundra","Upland_Birch.Aspen.Spruce_Forest","Upland_Dryas_Dwarf_Shrub_Tundra","Upland_Low_Birch.Willow_Shrub_Tundra","Upland_Moist_Sedge_Shrub","Upland_Shrubby_Tussock_Tundra","Cloud_Ice_Snow","Riverine_Water_Shrub_Wet_Sedge_Barrens"
"773","OKS72","Late","2017-4139","OKS",72,"2017-08-24",2017,68.64087,-149.25501,0.005275,7.2,7,5.31,92.4,1.5,630.9824253,10.45436894,-7777,0.252356029,-7777,0.116821744,-7777,0.083868909,3.721428891,1.60825,28.203,0.7737,0.7131,0.0213,0.2881,0.0682,0.0325,0.0048,0.0018,0.0087,-7777,0.7692,427.3333333,88.4137931,3e-04,0.2731,0.0011,6e-04,0.0056,0.7367,0.2368,0.0046,0.2521,0.0312,0.0019,0.0018,4e-04,0.2127,0.012,0.0031,0.0604,0.0118,1.024,0.0021,4e-04,6e-04,0.0077,0.585125,5343.294028,321.6225222,1819,1.624548171,0.841285693,3.684826791,29.5502124,0.197681187,0,0,0,0,0,0,0,1.062215478,15.3262519,83.61153263,0,0
"774","OKS72","Late","2017-4139","OKS",72,"2017-08-24",2017,68.64087,-149.25501,0.005275,7.2,7,5.31,92.4,1.5,630.9824253,10.45436894,-7777,0.252356029,-7777,0.116821744,-7777,0.083868909,3.721428891,1.60825,28.203,0.7737,0.7131,0.0213,0.2881,0.0682,0.0325,0.0048,0.0018,0.0087,-7777,0.7692,427.3333333,88.4137931,3e-04,0.2731,0.0011,6e-04,0.0056,0.7367,0.2368,0.0046,0.2521,0.0312,0.0019,0.0018,4e-04,0.2127,0.012,0.0031,0.0604,0.0118,1.024,0.0021,4e-04,6e-04,0.0077,0.585125,5343.294028,321.6225222,1819,1.624548171,0.841285693,3.684826791,29.5502124,0.197681187,0,0,0,0,0,0,0,1.062215478,15.3262519,83.61153263,0,0
"775","OKS72","Early","2017-4039","OKS",72,"2017-06-03",2017,68.64087,-149.25501,0.005275,8.9,7.1,5.13,88.8,2.41,754.392559,13.39028116,-7777,0.640214799,-7777,0.126824935,-7777,0.36188341,4.108618559,1.58188,37.2273,1.0225,0.2583,-7777,0.3766,0.0546,0.0262,0.0052,0.0044,0.0071,0.017,0.5669,2.419547589,79.84507042,5e-04,2.632,0.0025,0.0013,0.0095,0.4357,0.3587,-7777,0.191,0.0299,0.0054,0.2343,1e-04,0.3342,0.0105,0.0085,0.0635,0.0028,0.2385,0.0016,1e-04,0.0034,8e-04,0.585125,5343.294028,321.6225222,1819,1.624548171,0.841285693,3.684826791,29.5502124,0.197681187,0,0,0,0,0,0,0,1.062215478,15.3262519,83.61153263,0,0
"776","OKS72","Early","2017-4039","OKS",72,"2017-06-03",2017,68.64087,-149.25501,0.005275,8.9,7.1,5.13,88.8,2.41,754.392559,13.39028116,-7777,0.640214799,-7777,0.126824935,-7777,0.36188341,4.108618559,1.58188,37.2273,1.0225,0.2583,-7777,0.3766,0.0546,0.0262,0.0052,0.0044,0.0071,0.017,0.5669,2.419547589,79.84507042,5e-04,2.632,0.0025,0.0013,0.0095,0.4357,0.3587,-7777,0.191,0.0299,0.0054,0.2343,1e-04,0.3342,0.0105,0.0085,0.0635,0.0028,0.2385,0.0016,1e-04,0.0034,8e-04,0.585125,5343.294028,321.6225222,1819,1.624548171,0.841285693,3.684826791,29.5502124,0.197681187,0,0,0,0,0,0,0,1.062215478,15.3262519,83.61153263,0,0
"777","OKS72","Early","2017-4039","OKS",72,"2017-06-03",2017,68.64087,-149.25501,0.005275,8.9,7.1,5.13,88.8,2.41,754.392559,13.39028116,-7777,0.640214799,-7777,0.126824935,-7777,0.36188341,4.108618559,1.58188,37.2273,1.0225,0.2583,-7777,0.3766,0.0546,0.0262,0.0052,0.0044,0.0071,0.017,0.5669,2.419547589,79.84507042,5e-04,2.632,0.0025,0.0013,0.0095,0.4357,0.3587,-7777,0.191,0.0299,0.0054,0.2343,1e-04,0.3342,0.0105,0.0085,0.0635,0.0028,0.2385,0.0016,1e-04,0.0034,8e-04,0.585125,5343.294028,321.6225222,1819,1.624548171,0.841285693,3.684826791,29.5502124,0.197681187,0,0,0,0,0,0,0,1.062215478,15.3262519,83.61153263,0,0
"778","OKS8","Early","2018-4008","OKS",8,"2018-06-04",2018,68.63688,-149.2164,8.0511,-7777,-7777,-7777,-7777,-7777,474.4328019,11.58146009,0.333,-7777,11.24846009,0.029,0.113892456,0.227037432,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0065,0.0111,0.0033,0.0201,-7777,9.267,9.989220653,461.0447761,4e-04,-7777,-7777,-7777,0.0024,-7777,0.1587,0.5222,2.638,0.0652,-7777,0.9277,-7777,-7777,0.0124,-7777,6.989,-7777,0.3548,0.0193,-7777,0.0064,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"779","OKS8","Early","2018-4008","OKS",8,"2018-06-04",2018,68.63688,-149.2164,8.0511,-7777,-7777,-7777,-7777,-7777,474.4328019,11.58146009,0.333,-7777,11.24846009,0.029,0.113892456,0.227037432,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0065,0.0111,0.0033,0.0201,-7777,9.267,9.989220653,461.0447761,4e-04,-7777,-7777,-7777,0.0024,-7777,0.1587,0.5222,2.638,0.0652,-7777,0.9277,-7777,-7777,0.0124,-7777,6.989,-7777,0.3548,0.0193,-7777,0.0064,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"780","OKS8","Early","2018-4008","OKS",8,"2018-06-04",2018,68.63688,-149.2164,8.0511,-7777,-7777,-7777,-7777,-7777,474.4328019,11.58146009,0.333,-7777,11.24846009,0.029,0.113892456,0.227037432,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0065,0.0111,0.0033,0.0201,-7777,9.267,9.989220653,461.0447761,4e-04,-7777,-7777,-7777,0.0024,-7777,0.1587,0.5222,2.638,0.0652,-7777,0.9277,-7777,-7777,0.0124,-7777,6.989,-7777,0.3548,0.0193,-7777,0.0064,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"781","OKS8","Early","2017-4008","OKS",8,"2017-06-03",2017,68.63688,-149.2164,8.0511,7.7,56.4,6.81,94.8,1.09,424.5896155,7.853021005,-7777,0.402297167,-7777,0.002676797,-7777,0.111810394,3.675588678,0.9862,18.7441,-7777,-7777,-7777,148.4838,0.21,0.008,0.0024,0.003,0.0189,-7777,6.776,9.886197841,358.5185185,4e-04,3.4482,9e-04,0.0012,0.0096,0.8112,0.0779,0.3923,2.04,0.0208,0.0011,0.6854,0.0016,0.3382,5e-04,0.0121,4.955,0.0016,0.2921,0.0146,8e-04,0.0067,0.0081,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"782","OKS8","Early","2017-4008","OKS",8,"2017-06-03",2017,68.63688,-149.2164,8.0511,7.7,56.4,6.81,94.8,1.09,424.5896155,7.853021005,-7777,0.402297167,-7777,0.002676797,-7777,0.111810394,3.675588678,0.9862,18.7441,-7777,-7777,-7777,148.4838,0.21,0.008,0.0024,0.003,0.0189,-7777,6.776,9.886197841,358.5185185,4e-04,3.4482,9e-04,0.0012,0.0096,0.8112,0.0779,0.3923,2.04,0.0208,0.0011,0.6854,0.0016,0.3382,5e-04,0.0121,4.955,0.0016,0.2921,0.0146,8e-04,0.0067,0.0081,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"783","OKS8","Early","2017-4008","OKS",8,"2017-06-03",2017,68.63688,-149.2164,8.0511,7.7,56.4,6.81,94.8,1.09,424.5896155,7.853021005,-7777,0.402297167,-7777,0.002676797,-7777,0.111810394,3.675588678,0.9862,18.7441,-7777,-7777,-7777,148.4838,0.21,0.008,0.0024,0.003,0.0189,-7777,6.776,9.886197841,358.5185185,4e-04,3.4482,9e-04,0.0012,0.0096,0.8112,0.0779,0.3923,2.04,0.0208,0.0011,0.6854,0.0016,0.3382,5e-04,0.0121,4.955,0.0016,0.2921,0.0146,8e-04,0.0067,0.0081,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"784","OKS8","Late","2017-4108","OKS",8,"2017-08-24",2017,68.63688,-149.2164,8.0511,9.4,95.6,7.31,97.2,1.07,441.9561975,9.23549373,0.108192145,0.441170851,8.686130734,0.015169116,-7777,0.057682365,3.406011219,1.19903,18.0798,0.0661,0.0353,-7777,274.913,-7777,0.0017,0.0049,4e-04,0.0254,-7777,12.24,9.792,481.8897638,1e-04,2.6401,3e-04,9e-04,0.0023,1.5211,0.0759,0.352,3.669,0.0303,0.0018,1.25,0.0015,0.3732,0.0321,0.0023,8.804,0.0056,0.5694,0.0273,5e-04,0.0084,1e-04,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"785","OKS8","Late","2017-4108","OKS",8,"2017-08-24",2017,68.63688,-149.2164,8.0511,9.4,95.6,7.31,97.2,1.07,441.9561975,9.23549373,0.108192145,0.441170851,8.686130734,0.015169116,-7777,0.057682365,3.406011219,1.19903,18.0798,0.0661,0.0353,-7777,274.913,-7777,0.0017,0.0049,4e-04,0.0254,-7777,12.24,9.792,481.8897638,1e-04,2.6401,3e-04,9e-04,0.0023,1.5211,0.0759,0.352,3.669,0.0303,0.0018,1.25,0.0015,0.3732,0.0321,0.0023,8.804,0.0056,0.5694,0.0273,5e-04,0.0084,1e-04,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"786","OKS8","Late","2017-4108","OKS",8,"2017-08-24",2017,68.63688,-149.2164,8.0511,9.4,95.6,7.31,97.2,1.07,441.9561975,9.23549373,0.108192145,0.441170851,8.686130734,0.015169116,-7777,0.057682365,3.406011219,1.19903,18.0798,0.0661,0.0353,-7777,274.913,-7777,0.0017,0.0049,4e-04,0.0254,-7777,12.24,9.792,481.8897638,1e-04,2.6401,3e-04,9e-04,0.0023,1.5211,0.0759,0.352,3.669,0.0303,0.0018,1.25,0.0015,0.3732,0.0321,0.0023,8.804,0.0056,0.5694,0.0273,5e-04,0.0084,1e-04,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"787","OKS8","Late","2018-4108","OKS",8,"2018-08-23",2018,68.63688,-149.2164,8.0511,-7777,-7777,-7777,-7777,-7777,442.8548167,11.2263492,0.138,-7777,11.0883492,0.02,0.035815144,0.078470696,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"788","OKS8","Late","2018-4108","OKS",8,"2018-08-23",2018,68.63688,-149.2164,8.0511,-7777,-7777,-7777,-7777,-7777,442.8548167,11.2263492,0.138,-7777,11.0883492,0.02,0.035815144,0.078470696,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"789","OKS8","Late","2018-4108","OKS",8,"2018-08-23",2018,68.63688,-149.2164,8.0511,-7777,-7777,-7777,-7777,-7777,442.8548167,11.2263492,0.138,-7777,11.0883492,0.02,0.035815144,0.078470696,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"790","OKS8","Late","2016-0145","OKS",8,"2016-08-17",2016,68.63688,-149.2164,8.0511,10,86.3,7.07,-7777,-7777,446.9382164,10.41744401,0.232548574,0.334970196,9.84992524,0.089454684,-7777,0.062010709,3.222777272,0.867780276,17.3,-7777,-7777,-7777,158.3489271,-7777,11.87,6e-04,0.0011,0.001,-7777,0.0095,0.00101193,9.5,0.0273,1.049365303,0.2274,3.042,0.0155,-7777,0.002,2.036,4e-04,0.0099,3e-04,9.388,0.0014,-7777,1.475,0.0506,1e-04,0.0087,0.0081,-7777,-7777,-7777,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"791","OKS8","Late","2016-0145","OKS",8,"2016-08-17",2016,68.63688,-149.2164,8.0511,10,86.3,7.07,-7777,-7777,446.9382164,10.41744401,0.232548574,0.334970196,9.84992524,0.089454684,-7777,0.062010709,3.222777272,0.867780276,17.3,-7777,-7777,-7777,158.3489271,-7777,11.87,6e-04,0.0011,0.001,-7777,0.0095,0.00101193,9.5,0.0273,1.049365303,0.2274,3.042,0.0155,-7777,0.002,2.036,4e-04,0.0099,3e-04,9.388,0.0014,-7777,1.475,0.0506,1e-04,0.0087,0.0081,-7777,-7777,-7777,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"792","OKS8","Late","2016-0145","OKS",8,"2016-08-17",2016,68.63688,-149.2164,8.0511,10,86.3,7.07,-7777,-7777,446.9382164,10.41744401,0.232548574,0.334970196,9.84992524,0.089454684,-7777,0.062010709,3.222777272,0.867780276,17.3,-7777,-7777,-7777,158.3489271,-7777,11.87,6e-04,0.0011,0.001,-7777,0.0095,0.00101193,9.5,0.0273,1.049365303,0.2274,3.042,0.0155,-7777,0.002,2.036,4e-04,0.0099,3e-04,9.388,0.0014,-7777,1.475,0.0506,1e-04,0.0087,0.0081,-7777,-7777,-7777,-7777,8.0511,4491.966771,1229.800522,9404,4.108063663,4.870079664,30.31105614,66.33368556,-0.247927106,0,0.133541064,0.578677943,9.793011351,4.340084576,0,0,15.98041398,18.95170265,50.22256844,0,0
"793","OKS81","Early","2017-4040","OKS",81,"2017-06-03",2017,68.64105,-149.25431,3.8445,3.8,13.9,6.34,89.3,2.37,467.4893286,9.4978393,0.400823922,0.728381917,8.368633461,0.028298623,-7777,0.293569154,4.030277381,1.85782,22.6295,0.3949,0.0349,-7777,5.8142,-7777,0.0225,0.0032,0.0021,0.0081,0.0038,1.697,8.833940656,209.5061728,7e-04,3.4026,0.001,2e-04,0.0017,0.8646,0.0886,0.2179,0.4148,0.0477,0.0025,0.1921,-7777,0.329,0.0196,0.0069,0.2205,0.0075,0.3927,0.0039,-7777,0.0011,0.0021,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"794","OKS81","Early","2017-4040","OKS",81,"2017-06-03",2017,68.64105,-149.25431,3.8445,3.8,13.9,6.34,89.3,2.37,467.4893286,9.4978393,0.400823922,0.728381917,8.368633461,0.028298623,-7777,0.293569154,4.030277381,1.85782,22.6295,0.3949,0.0349,-7777,5.8142,-7777,0.0225,0.0032,0.0021,0.0081,0.0038,1.697,8.833940656,209.5061728,7e-04,3.4026,0.001,2e-04,0.0017,0.8646,0.0886,0.2179,0.4148,0.0477,0.0025,0.1921,-7777,0.329,0.0196,0.0069,0.2205,0.0075,0.3927,0.0039,-7777,0.0011,0.0021,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"795","OKS81","Early","2017-4040","OKS",81,"2017-06-03",2017,68.64105,-149.25431,3.8445,3.8,13.9,6.34,89.3,2.37,467.4893286,9.4978393,0.400823922,0.728381917,8.368633461,0.028298623,-7777,0.293569154,4.030277381,1.85782,22.6295,0.3949,0.0349,-7777,5.8142,-7777,0.0225,0.0032,0.0021,0.0081,0.0038,1.697,8.833940656,209.5061728,7e-04,3.4026,0.001,2e-04,0.0017,0.8646,0.0886,0.2179,0.4148,0.0477,0.0025,0.1921,-7777,0.329,0.0196,0.0069,0.2205,0.0075,0.3927,0.0039,-7777,0.0011,0.0021,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"796","OKS81","Late","2017-4140","OKS",81,"2017-08-24",2017,68.64105,-149.25431,3.8445,5.1,51.3,6.96,90.3,2.46,254.8956155,13.86854598,9.679506119,0.362705645,3.826334216,0.096502593,-7777,0.09923014,4.0114327,1.31802,12.2809,1.1703,0.3555,0.2085,25.0422,0.0679,0.0754,0.0033,0.0033,0.0161,-7777,8.135,15.11239086,505.2795031,5e-04,2.7617,0.0011,2e-04,0.002,1.9152,0.0822,0.1219,1.64,0.0144,0.0029,0.5383,0.0016,0.1973,0.0153,0.0019,0.7607,0.0022,1.286,0.0158,0.0017,0.0023,6e-04,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"797","OKS81","Late","2017-4140","OKS",81,"2017-08-24",2017,68.64105,-149.25431,3.8445,5.1,51.3,6.96,90.3,2.46,254.8956155,13.86854598,9.679506119,0.362705645,3.826334216,0.096502593,-7777,0.09923014,4.0114327,1.31802,12.2809,1.1703,0.3555,0.2085,25.0422,0.0679,0.0754,0.0033,0.0033,0.0161,-7777,8.135,15.11239086,505.2795031,5e-04,2.7617,0.0011,2e-04,0.002,1.9152,0.0822,0.1219,1.64,0.0144,0.0029,0.5383,0.0016,0.1973,0.0153,0.0019,0.7607,0.0022,1.286,0.0158,0.0017,0.0023,6e-04,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"798","OKS81","Late","2017-4140","OKS",81,"2017-08-24",2017,68.64105,-149.25431,3.8445,5.1,51.3,6.96,90.3,2.46,254.8956155,13.86854598,9.679506119,0.362705645,3.826334216,0.096502593,-7777,0.09923014,4.0114327,1.31802,12.2809,1.1703,0.3555,0.2085,25.0422,0.0679,0.0754,0.0033,0.0033,0.0161,-7777,8.135,15.11239086,505.2795031,5e-04,2.7617,0.0011,2e-04,0.002,1.9152,0.0822,0.1219,1.64,0.0144,0.0029,0.5383,0.0016,0.1973,0.0153,0.0019,0.7607,0.0022,1.286,0.0158,0.0017,0.0023,6e-04,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"799","OKS81","Late","2016-0173","OKS",81,"2016-08-17",2016,68.64105,-149.25431,3.8445,5.7,45.9,6.59,-7777,-7777,289.612934,15.49102956,9.556889714,0.569230819,5.364909027,0.09808703,-7777,0.066451317,3.205505792,0.859159869,11.15020466,-7777,-7777,-7777,12.7744511,-7777,9.598,8e-04,1e-04,0.0013,-7777,0.0019,0.000354544,1.461538462,0.0637,1.09167842,0.1592,2.612,0.055,-7777,0.0013,1.191,7e-04,0.0064,0.0052,5.359,0.0069,-7777,1.481,0.0294,6e-04,0.0041,5e-04,-7777,-7777,-7777,-7777,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"800","OKS81","Late","2016-0173","OKS",81,"2016-08-17",2016,68.64105,-149.25431,3.8445,5.7,45.9,6.59,-7777,-7777,289.612934,15.49102956,9.556889714,0.569230819,5.364909027,0.09808703,-7777,0.066451317,3.205505792,0.859159869,11.15020466,-7777,-7777,-7777,12.7744511,-7777,9.598,8e-04,1e-04,0.0013,-7777,0.0019,0.000354544,1.461538462,0.0637,1.09167842,0.1592,2.612,0.055,-7777,0.0013,1.191,7e-04,0.0064,0.0052,5.359,0.0069,-7777,1.481,0.0294,6e-04,0.0041,5e-04,-7777,-7777,-7777,-7777,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"801","OKS81","Late","2016-0173","OKS",81,"2016-08-17",2016,68.64105,-149.25431,3.8445,5.7,45.9,6.59,-7777,-7777,289.612934,15.49102956,9.556889714,0.569230819,5.364909027,0.09808703,-7777,0.066451317,3.205505792,0.859159869,11.15020466,-7777,-7777,-7777,12.7744511,-7777,9.598,8e-04,1e-04,0.0013,-7777,0.0019,0.000354544,1.461538462,0.0637,1.09167842,0.1592,2.612,0.055,-7777,0.0013,1.191,7e-04,0.0064,0.0052,5.359,0.0069,-7777,1.481,0.0294,6e-04,0.0041,5e-04,-7777,-7777,-7777,-7777,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"802","OKS81","Late","2018-4140","OKS",81,"2018-08-23",2018,68.64105,-149.25431,3.8445,-7777,-7777,-7777,-7777,-7777,240.524359,13.39795181,7.547,-7777,5.850951814,0.041,0.003479829,0.055185988,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"803","OKS81","Late","2018-4140","OKS",81,"2018-08-23",2018,68.64105,-149.25431,3.8445,-7777,-7777,-7777,-7777,-7777,240.524359,13.39795181,7.547,-7777,5.850951814,0.041,0.003479829,0.055185988,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"804","OKS81","Late","2018-4140","OKS",81,"2018-08-23",2018,68.64105,-149.25431,3.8445,-7777,-7777,-7777,-7777,-7777,240.524359,13.39795181,7.547,-7777,5.850951814,0.041,0.003479829,0.055185988,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
"805","OKS81","Early","2018-4040","OKS",81,"2018-06-04",2018,68.64105,-149.25431,3.8445,-7777,-7777,-7777,-7777,-7777,435.6574967,9.471227729,0.510022222,-7777,8.961205506,0.048,0.273182747,0.242097304,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0452,0.0102,0.0039,0.0092,-7777,1.309,8.527687296,142.2826087,-7777,-7777,-7777,-7777,-7777,-7777,0.0819,0.379,0.3008,0.0217,-7777,0.1535,-7777,-7777,0.016,-7777,0.1563,-7777,0.2548,0.0025,0.0016,0.0015,-7777,3.8445,5445.401828,500.0688903,4623,2.598443818,2.249582222,12.16801789,39.22655492,0.105829555,0,0.626159555,0,0,1.600185529,0,0,15.46846011,21.63729128,60.66790353,0,0
